====================================================================================================
ANALIZADOR LÉXICO PARA RUBY
====================================================================================================

Usuario: JoseM0lina
Fecha: 17/11/2025 23:06:32
Archivo analizado: Algorithms/Algorithm_JoseMarin_Semantico.rb
====================================================================================================

TOKENS RECONOCIDOS:
----------------------------------------------------------------------------------------------------
Tipo                      Valor                          Línea      Posición  
VARIABLE_LOCAL            contador                       253        5818      
IGUAL                     ==                             253        5827      
INTEGER                   0                              253        5830      
VARIABLE_LOCAL            suma_maximas                   254        5836      
ASIGNACION                =                              254        5849      
VARIABLE_LOCAL            suma_maximas                   254        5851      
SUMA                      +                              254        5864      
VARIABLE_LOCAL            stats_parcial1                 254        5866      
ELSIF                     elsif                          255        5883      
VARIABLE_LOCAL            contador                       255        5889      
IGUAL                     ==                             255        5898      
INTEGER                   1                              255        5901      
VARIABLE_LOCAL            suma_maximas                   256        5907      
ASIGNACION                =                              256        5920      
VARIABLE_LOCAL            suma_maximas                   256        5922      
SUMA                      +                              256        5935      
VARIABLE_LOCAL            stats_parcial2                 256        5937      
ELSE                      else                           257        5954      
VARIABLE_LOCAL            suma_maximas                   258        5963      
ASIGNACION                =                              258        5976      
VARIABLE_LOCAL            suma_maximas                   258        5978      
SUMA                      +                              258        5991      
VARIABLE_LOCAL            stats_parcial3                 258        5993      
END                       end                            259        6010      
VARIABLE_LOCAL            contador                       260        6016      
ASIGNACION                =                              260        6025      
VARIABLE_LOCAL            contador                       260        6027      
SUMA                      +                              260        6036      
INTEGER                   1                              260        6038      
END                       end                            261        6040      
COMENTARIO_LINEA          # ERROR: Break fuera de loop   263        6045      
IF                        if                             264        6074      
VARIABLE_LOCAL            suma_maximas                   264        6077      
MAYOR                     >                              264        6090      
INTEGER                   250                            264        6092      
PUTS                      puts                           265        6098      
STRING                    Excelente rendimiento grupal   265        6103      
BREAK                     break                          266        6136      
END                       end                            267        6142      
COMENTARIO_LINEA          # Verificación de progreso con UNTIL 269        6147      
VARIABLE_LOCAL            progreso                       270        6184      
ASIGNACION                =                              270        6193      
INTEGER                   0                              270        6195      
VARIABLE_LOCAL            creditos_simulados             271        6197      
ASIGNACION                =                              271        6216      
INTEGER                   0                              271        6218      
COMENTARIO_LINEA          # ERROR: Condición con string  273        6221      
UNTIL                     until                          274        6251      
STRING                    condicion                      274        6257      
VARIABLE_LOCAL            progreso                       275        6271      
ASIGNACION                =                              275        6280      
VARIABLE_LOCAL            progreso                       275        6282      
SUMA                      +                              275        6291      
INTEGER                   1                              275        6293      
VARIABLE_LOCAL            creditos_simulados             276        6297      
ASIGNACION                =                              276        6316      
VARIABLE_LOCAL            creditos_simulados             276        6318      
SUMA                      +                              276        6337      
INTEGER                   4                              276        6339      
IF                        if                             278        6346      
VARIABLE_LOCAL            creditos_simulados             278        6349      
MAYOR_IGUAL               >=                             278        6368      
INTEGER                   40                             278        6371      
COMENTARIO_LINEA          # ERROR: Next dentro de UNTIL (correcto en loop) 279        6378      
COMENTARIO_LINEA          # Pero agregamos un break fuera después 280        6431      
NEXT                      next                           281        6475      
END                       end                            282        6482      
END                       end                            283        6486      
COMENTARIO_LINEA          # Función para calcular índice académico 285        6491      
DEF                       def                            286        6532      
VARIABLE_LOCAL            calcular_indice                286        6536      
PARENTESIS_IZQ            (                              286        6551      
VARIABLE_LOCAL            notas                          286        6552      
COMA                      ,                              286        6557      
VARIABLE_LOCAL            creditos_por_materia           286        6559      
PARENTESIS_DER            )                              286        6579      
VARIABLE_LOCAL            suma_producto                  287        6583      
ASIGNACION                =                              287        6597      
INTEGER                   0                              287        6599      
VARIABLE_LOCAL            suma_creditos                  288        6603      
ASIGNACION                =                              288        6617      
INTEGER                   0                              288        6619      
VARIABLE_LOCAL            contador                       289        6623      
ASIGNACION                =                              289        6632      
INTEGER                   0                              289        6634      
FOR                       for                            291        6641      
VARIABLE_LOCAL            nota                           291        6645      
IN                        in                             291        6650      
VARIABLE_LOCAL            notas                          291        6653      
VARIABLE_LOCAL            credito                        292        6663      
ASIGNACION                =                              292        6671      
VARIABLE_LOCAL            creditos_por_materia           292        6673      
VARIABLE_LOCAL            suma_producto                  293        6698      
ASIGNACION                =                              293        6712      
VARIABLE_LOCAL            suma_producto                  293        6714      
SUMA                      +                              293        6728      
VARIABLE_LOCAL            nota                           293        6730      
MULTIPLICACION            *                              293        6735      
VARIABLE_LOCAL            credito                        293        6737      
VARIABLE_LOCAL            suma_creditos                  294        6749      
ASIGNACION                =                              294        6763      
VARIABLE_LOCAL            suma_creditos                  294        6765      
SUMA                      +                              294        6779      
VARIABLE_LOCAL            credito                        294        6781      
VARIABLE_LOCAL            contador                       295        6793      
ASIGNACION                =                              295        6802      
VARIABLE_LOCAL            contador                       295        6804      
SUMA                      +                              295        6813      
INTEGER                   1                              295        6815      
END                       end                            296        6819      
COMENTARIO_LINEA          # ERROR: Next fuera de loop    298        6828      
IF                        if                             299        6858      
VARIABLE_LOCAL            suma_creditos                  299        6861      
IGUAL                     ==                             299        6875      
INTEGER                   0                              299        6878      
NEXT                      next                           300        6884      
END                       end                            301        6891      
VARIABLE_LOCAL            indice                         303        6900      
ASIGNACION                =                              303        6907      
VARIABLE_LOCAL            suma_producto                  303        6909      
DIVISION                  /                              303        6923      
VARIABLE_LOCAL            suma_creditos                  303        6925      
COMENTARIO_LINEA          # ERROR: Return con tipo incompatible 305        6944      
RETURN                    return                         306        6984      
STRING                    indice calculado               306        6991      
END                       end                            307        7010      
COMENTARIO_LINEA          # Procesamiento de materias    309        7015      
VARIABLE_LOCAL            creditos_materias              310        7043      
ASIGNACION                =                              310        7061      
CORCHETE_IZQ              [                              310        7063      
INTEGER                   4                              310        7064      
COMA                      ,                              310        7065      
INTEGER                   3                              310        7067      
COMA                      ,                              310        7068      
INTEGER                   4                              310        7070      
COMA                      ,                              310        7071      
INTEGER                   3                              310        7073      
COMA                      ,                              310        7074      
INTEGER                   5                              310        7076      
CORCHETE_DER              ]                              310        7077      
VARIABLE_LOCAL            materias                       311        7079      
ASIGNACION                =                              311        7088      
CORCHETE_IZQ              [                              311        7090      
STRING                    Cálculo                        311        7091      
COMA                      ,                              311        7100      
STRING                    Física                         311        7102      
COMA                      ,                              311        7110      
STRING                    Programación                   311        7112      
COMA                      ,                              311        7126      
STRING                    Química                        311        7128      
COMA                      ,                              311        7137      
STRING                    Inglés                         311        7139      
CORCHETE_DER              ]                              311        7147      
COMENTARIO_LINEA          # Rangos de notas con FOR      313        7150      
VARIABLE_LOCAL            contador_rango                 314        7176      
ASIGNACION                =                              314        7191      
INTEGER                   0                              314        7193      
VARIABLE_LOCAL            estudiantes_excelentes         315        7195      
ASIGNACION                =                              315        7218      
INTEGER                   0                              315        7220      
VARIABLE_LOCAL            estudiantes_buenos             316        7222      
ASIGNACION                =                              316        7241      
INTEGER                   0                              316        7243      
VARIABLE_LOCAL            estudiantes_regulares          317        7245      
ASIGNACION                =                              317        7267      
INTEGER                   0                              317        7269      
FOR                       for                            319        7272      
VARIABLE_LOCAL            nota                           319        7276      
IN                        in                             319        7281      
VARIABLE_LOCAL            notas_parcial1                 319        7284      
IF                        if                             320        7301      
VARIABLE_LOCAL            nota                           320        7304      
MAYOR_IGUAL               >=                             320        7309      
INTEGER                   90                             320        7312      
VARIABLE_LOCAL            estudiantes_excelentes         321        7319      
ASIGNACION                =                              321        7342      
VARIABLE_LOCAL            estudiantes_excelentes         321        7344      
SUMA                      +                              321        7367      
INTEGER                   1                              321        7369      
ELSIF                     elsif                          322        7373      
VARIABLE_LOCAL            nota                           322        7379      
MAYOR_IGUAL               >=                             322        7384      
INTEGER                   70                             322        7387      
VARIABLE_LOCAL            estudiantes_buenos             323        7394      
ASIGNACION                =                              323        7413      
VARIABLE_LOCAL            estudiantes_buenos             323        7415      
SUMA                      +                              323        7434      
INTEGER                   1                              323        7436      
ELSE                      else                           324        7440      
VARIABLE_LOCAL            estudiantes_regulares          325        7449      
ASIGNACION                =                              325        7471      
VARIABLE_LOCAL            estudiantes_regulares          325        7473      
SUMA                      +                              325        7495      
INTEGER                   1                              325        7497      
END                       end                            326        7501      
VARIABLE_LOCAL            contador_rango                 328        7510      
ASIGNACION                =                              328        7525      
VARIABLE_LOCAL            contador_rango                 328        7527      
SUMA                      +                              328        7542      
INTEGER                   1                              328        7544      
END                       end                            329        7546      
COMENTARIO_LINEA          # ERROR: Operador incompatible (string - integer) 331        7551      
VARIABLE_LOCAL            texto_nota                     332        7601      
ASIGNACION                =                              332        7612      
STRING                    Nota:                          332        7614      
VARIABLE_LOCAL            resultado_erroneo              333        7623      
ASIGNACION                =                              333        7641      
VARIABLE_LOCAL            texto_nota                     333        7643      
RESTA                     -                              333        7654      
INTEGER                   50                             333        7656      
COMENTARIO_LINEA          # Cálculo de porcentajes       335        7660      
VARIABLE_LOCAL            total_evaluados                336        7685      
ASIGNACION                =                              336        7701      
VARIABLE_LOCAL            estudiantes_excelentes         336        7703      
SUMA                      +                              336        7726      
VARIABLE_LOCAL            estudiantes_buenos             336        7728      
SUMA                      +                              336        7747      
VARIABLE_LOCAL            estudiantes_regulares          336        7749      
IF                        if                             338        7772      
VARIABLE_LOCAL            total_evaluados                338        7775      
MAYOR                     >                              338        7791      
INTEGER                   0                              338        7793      
VARIABLE_LOCAL            porcentaje_excelentes          339        7797      
ASIGNACION                =                              339        7819      
VARIABLE_LOCAL            estudiantes_excelentes         339        7821      
MULTIPLICACION            *                              339        7844      
INTEGER                   100                            339        7846      
DIVISION                  /                              339        7850      
VARIABLE_LOCAL            total_evaluados                339        7852      
VARIABLE_LOCAL            porcentaje_buenos              340        7870      
ASIGNACION                =                              340        7888      
VARIABLE_LOCAL            estudiantes_buenos             340        7890      
MULTIPLICACION            *                              340        7909      
INTEGER                   100                            340        7911      
DIVISION                  /                              340        7915      
VARIABLE_LOCAL            total_evaluados                340        7917      
VARIABLE_LOCAL            porcentaje_regulares           341        7935      
ASIGNACION                =                              341        7956      
VARIABLE_LOCAL            estudiantes_regulares          341        7958      
MULTIPLICACION            *                              341        7980      
INTEGER                   100                            341        7982      
DIVISION                  /                              341        7986      
VARIABLE_LOCAL            total_evaluados                341        7988      
END                       end                            342        8004      
COMENTARIO_LINEA          # ERROR: Asignación a palabra reservada (otra instancia) 344        8009      
DEF                       def                            345        8066      
ASIGNACION                =                              345        8070      
INTEGER                   500                            345        8072      
END                       end                            346        8076      
ASIGNACION                =                              346        8080      
INTEGER                   600                            346        8082      
COMENTARIO_LINEA          # Proyección de desempeño      348        8087      
VARIABLE_LOCAL            notas_historicas               349        8113      
ASIGNACION                =                              349        8130      
CORCHETE_IZQ              [                              349        8132      
INTEGER                   75                             349        8133      
COMA                      ,                              349        8135      
INTEGER                   78                             349        8137      
COMA                      ,                              349        8139      
INTEGER                   80                             349        8141      
COMA                      ,                              349        8143      
INTEGER                   82                             349        8145      
COMA                      ,                              349        8147      
INTEGER                   85                             349        8149      
CORCHETE_DER              ]                              349        8151      
VARIABLE_LOCAL            tendencia_positiva             350        8153      
ASIGNACION                =                              350        8172      
TRUE                      true                           350        8174      
FOR                       for                            352        8180      
VARIABLE_LOCAL            i                              352        8184      
IN                        in                             352        8186      
INTEGER                   0                              352        8189      
PUNTO                     .                              352        8190      
PUNTO                     .                              352        8191      
INTEGER                   3                              352        8192      
VARIABLE_LOCAL            nota_actual                    353        8196      
ASIGNACION                =                              353        8208      
VARIABLE_LOCAL            notas_historicas               353        8210      
VARIABLE_LOCAL            nota_siguiente                 354        8229      
ASIGNACION                =                              354        8244      
VARIABLE_LOCAL            notas_historicas               354        8246      
COMENTARIO_LINEA          # ERROR: Operador incompatible (string * float) 356        8268      
VARIABLE_LOCAL            mensaje                        357        8318      
ASIGNACION                =                              357        8326      
STRING                    Tendencia                      357        8328      
MULTIPLICACION            *                              357        8340      
FLOAT                     2.5                            357        8342      
IF                        if                             359        8351      
VARIABLE_LOCAL            nota_siguiente                 359        8354      
MENOR                     <                              359        8369      
VARIABLE_LOCAL            nota_actual                    359        8371      
VARIABLE_LOCAL            tendencia_positiva             360        8387      
ASIGNACION                =                              360        8406      
FALSE                     false                          360        8408      
END                       end                            361        8416      
END                       end                            362        8420      
COMENTARIO_LINEA          # Función para determinar beca 364        8425      
DEF                       def                            365        8456      
VARIABLE_LOCAL            elegible_beca                  365        8460      
PARENTESIS_IZQ            (                              365        8473      
VARIABLE_LOCAL            promedio                       365        8474      
COMA                      ,                              365        8482      
VARIABLE_LOCAL            creditos                       365        8484      
COMA                      ,                              365        8492      
VARIABLE_LOCAL            situacion_economica            365        8494      
PARENTESIS_DER            )                              365        8513      
VARIABLE_LOCAL            requisito_promedio             366        8517      
ASIGNACION                =                              366        8536      
VARIABLE_LOCAL            promedio                       366        8538      
MAYOR_IGUAL               >=                             366        8547      
INTEGER                   85                             366        8550      
VARIABLE_LOCAL            requisito_creditos             367        8555      
ASIGNACION                =                              367        8574      
VARIABLE_LOCAL            creditos                       367        8576      
MAYOR_IGUAL               >=                             367        8585      
INTEGER                   30                             367        8588      
COMENTARIO_LINEA          # ERROR: Variable no declarada en expresión 369        8596      
VARIABLE_LOCAL            requisito_completo             370        8642      
ASIGNACION                =                              370        8661      
VARIABLE_LOCAL            requisito_promedio             370        8663      
AND                       &&                             370        8682      
VARIABLE_LOCAL            requisito_creditos             370        8685      
AND                       &&                             370        8704      
VARIABLE_LOCAL            ingreso_familiar               370        8707      
IF                        if                             372        8729      
VARIABLE_LOCAL            requisito_completo             372        8732      
RETURN                    return                         373        8755      
TRUE                      true                           373        8762      
ELSE                      else                           374        8769      
RETURN                    return                         375        8778      
FALSE                     false                          375        8785      
END                       end                            376        8793      
END                       end                            377        8797      
COMENTARIO_LINEA          # Simulación de sistema de becas 379        8802      
VARIABLE_LOCAL            estudiantes_con_beca           380        8835      
ASIGNACION                =                              380        8856      
INTEGER                   0                              380        8858      
VARIABLE_LOCAL            promedio_becarios              381        8860      
ASIGNACION                =                              381        8878      
INTEGER                   0                              381        8880      
VARIABLE_LOCAL            contador_beca                  383        8883      
ASIGNACION                =                              383        8897      
INTEGER                   0                              383        8899      
WHILE                     while                          384        8901      
VARIABLE_LOCAL            contador_beca                  384        8907      
MENOR                     <                              384        8921      
INTEGER                   5                              384        8923      
VARIABLE_LOCAL            promedio_est                   385        8927      
ASIGNACION                =                              385        8940      
VARIABLE_LOCAL            notas_parcial1                 385        8942      
SUMA                      +                              385        8957      
VARIABLE_LOCAL            notas_parcial2                 385        8959      
SUMA                      +                              385        8974      
VARIABLE_LOCAL            notas_parcial3                 385        8976      
DIVISION                  /                              385        8991      
INTEGER                   3                              385        8993      
VARIABLE_LOCAL            creditos_est                   386        8997      
ASIGNACION                =                              386        9010      
INTEGER                   35                             386        9012      
IF                        if                             388        9020      
VARIABLE_LOCAL            promedio_est                   388        9023      
MAYOR_IGUAL               >=                             388        9036      
INTEGER                   85                             388        9039      
VARIABLE_LOCAL            estudiantes_con_beca           389        9046      
ASIGNACION                =                              389        9067      
VARIABLE_LOCAL            estudiantes_con_beca           389        9069      
SUMA                      +                              389        9090      
INTEGER                   1                              389        9092      
VARIABLE_LOCAL            promedio_becarios              390        9098      
ASIGNACION                =                              390        9116      
VARIABLE_LOCAL            promedio_becarios              390        9118      
SUMA                      +                              390        9136      
VARIABLE_LOCAL            promedio_est                   390        9138      
END                       end                            391        9153      
VARIABLE_LOCAL            contador_beca                  393        9162      
ASIGNACION                =                              393        9176      
VARIABLE_LOCAL            contador_beca                  393        9178      
SUMA                      +                              393        9192      
INTEGER                   1                              393        9194      
END                       end                            394        9196      
COMENTARIO_LINEA          # ERROR: División por cero en expresión 396        9201      
IF                        if                             397        9241      
VARIABLE_LOCAL            estudiantes_con_beca           397        9244      
MAYOR                     >                              397        9265      
INTEGER                   0                              397        9267      
VARIABLE_LOCAL            promedio_final_becarios        398        9271      
ASIGNACION                =                              398        9295      
VARIABLE_LOCAL            promedio_becarios              398        9297      
DIVISION                  /                              398        9315      
PARENTESIS_IZQ            (                              398        9317      
INTEGER                   10                             398        9318      
RESTA                     -                              398        9321      
INTEGER                   10                             398        9323      
PARENTESIS_DER            )                              398        9325      
END                       end                            399        9327      
COMENTARIO_LINEA          # Análisis de asistencia       401        9332      
VARIABLE_LOCAL            asistencias_totales            402        9357      
ASIGNACION                =                              402        9377      
CORCHETE_IZQ              [                              402        9379      
INTEGER                   45                             402        9380      
COMA                      ,                              402        9382      
INTEGER                   48                             402        9384      
COMA                      ,                              402        9386      
INTEGER                   50                             402        9388      
COMA                      ,                              402        9390      
INTEGER                   42                             402        9392      
COMA                      ,                              402        9394      
INTEGER                   47                             402        9396      
CORCHETE_DER              ]                              402        9398      
VARIABLE_LOCAL            clases_totales                 403        9400      
ASIGNACION                =                              403        9415      
INTEGER                   50                             403        9417      
COMENTARIO_LINEA          # Cálculo de porcentaje de asistencia 405        9421      
FOR                       for                            406        9459      
VARIABLE_LOCAL            asistencia                     406        9463      
IN                        in                             406        9474      
VARIABLE_LOCAL            asistencias_totales            406        9477      
VARIABLE_LOCAL            porcentaje_asistencia          407        9499      
ASIGNACION                =                              407        9521      
VARIABLE_LOCAL            asistencia                     407        9523      
MULTIPLICACION            *                              407        9534      
INTEGER                   100                            407        9536      
DIVISION                  /                              407        9540      
VARIABLE_LOCAL            clases_totales                 407        9542      
VARIABLE_LOCAL            porcentaje_float               408        9559      
ASIGNACION                =                              408        9576      
VARIABLE_LOCAL            porcentaje_asistencia          408        9578      
MULTIPLICACION            *                              408        9600      
FLOAT                     1.0                            408        9602      
VARIABLE_LOCAL            porcentaje_int                 409        9608      
ASIGNACION                =                              409        9623      
VARIABLE_LOCAL            porcentaje_float               409        9625      
PUNTO                     .                              409        9641      
VARIABLE_LOCAL            to_i                           409        9642      
IF                        if                             411        9652      
VARIABLE_LOCAL            porcentaje_asistencia          411        9655      
MENOR                     <                              411        9677      
INTEGER                   75                             411        9679      
PUTS                      puts                           412        9686      
STRING                    Asistencia insuficiente        412        9691      
END                       end                            413        9719      
END                       end                            414        9723      
COMENTARIO_LINEA          # ERROR: Break fuera de loop (segunda instancia) 416        9728      
IF                        if                             417        9777      
VARIABLE_LOCAL            porcentaje_asistencia          417        9780      
MENOR                     <                              417        9802      
INTEGER                   80                             417        9804      
PUTS                      puts                           418        9809      
STRING                    Alerta de asistencia           418        9814      
BREAK                     break                          419        9839      
END                       end                            420        9845      
COMENTARIO_LINEA          # Generación de reportes finales 422        9850      
PUTS                      puts                           423        9883      
STRING                    =================================== 423        9888      
PUTS                      puts                           424        9926      
STRING                    REPORTE ACADÉMICO FINAL        424        9931      
PUTS                      puts                           425        9957      
STRING                    =================================== 425        9962      
PRINT                     print                          427        10001     
STRING                    Estudiantes evaluados:         427        10007     
PUTS                      puts                           428        10033     
VARIABLE_LOCAL            total_estudiantes              428        10038     
PRINT                     print                          430        10057     
STRING                    Estudiantes aprobados:         430        10063     
PUTS                      puts                           431        10089     
VARIABLE_GLOBAL           $aprobados                     431        10094     
PRINT                     print                          433        10106     
STRING                    Tasa de aprobación:            433        10112     
VARIABLE_LOCAL            porcentaje_aprobacion          434        10135     
ASIGNACION                =                              434        10157     
VARIABLE_GLOBAL           $aprobados                     434        10159     
MULTIPLICACION            *                              434        10170     
INTEGER                   100                            434        10172     
DIVISION                  /                              434        10176     
VARIABLE_LOCAL            total_estudiantes              434        10178     
PUTS                      puts                           435        10196     
VARIABLE_LOCAL            porcentaje_aprobacion          435        10201     
COMENTARIO_LINEA          # ERROR: Conversión implícita inválida (otra instancia) 437        10224     
VARIABLE_LOCAL            reporte_texto                  438        10280     
ASIGNACION                =                              438        10294     
STRING                    Resumen del período            438        10296     
SUMA                      +                              438        10319     
INTEGER                   2024                           438        10321     
PUTS                      puts                           440        10327     
STRING                    =================================== 440        10332     
PUTS                      puts                           441        10370     
STRING                    Distribución de calificaciones: 441        10375     
PRINT                     print                          442        10409     
STRING                    Excelentes:                    442        10415     
PUTS                      puts                           443        10430     
VARIABLE_LOCAL            estudiantes_excelentes         443        10435     
PRINT                     print                          444        10458     
STRING                    Buenos:                        444        10464     
PUTS                      puts                           445        10475     
VARIABLE_LOCAL            estudiantes_buenos             445        10480     
PRINT                     print                          446        10499     
STRING                    Regulares:                     446        10505     
PUTS                      puts                           447        10519     
VARIABLE_LOCAL            estudiantes_regulares          447        10524     
PUTS                      puts                           448        10546     
STRING                    =================================== 448        10551     
COMENTARIO_LINEA          # Proyección para siguiente período 450        10590     
VARIABLE_LOCAL            meta_aprobacion                451        10626     
ASIGNACION                =                              451        10642     
INTEGER                   85                             451        10644     
VARIABLE_LOCAL            diferencia                     452        10647     
ASIGNACION                =                              452        10658     
VARIABLE_LOCAL            meta_aprobacion                452        10660     
RESTA                     -                              452        10676     
VARIABLE_LOCAL            porcentaje_aprobacion          452        10678     
IF                        if                             454        10701     
VARIABLE_LOCAL            diferencia                     454        10704     
MAYOR                     >                              454        10715     
INTEGER                   0                              454        10717     
PUTS                      puts                           455        10721     
STRING                    Se requiere mejorar el rendimiento 455        10726     
VARIABLE_LOCAL            accion_requerida               456        10765     
ASIGNACION                =                              456        10782     
TRUE                      true                           456        10784     
ELSIF                     elsif                          457        10789     
VARIABLE_LOCAL            diferencia                     457        10795     
IGUAL                     ==                             457        10806     
INTEGER                   0                              457        10809     
PUTS                      puts                           458        10813     
STRING                    Meta alcanzada exactamente     458        10818     
VARIABLE_LOCAL            accion_requerida               459        10849     
ASIGNACION                =                              459        10866     
FALSE                     false                          459        10868     
ELSE                      else                           460        10874     
PUTS                      puts                           461        10881     
STRING                    Meta superada                  461        10886     
VARIABLE_LOCAL            accion_requerida               462        10904     
ASIGNACION                =                              462        10921     
FALSE                     false                          462        10923     
END                       end                            463        10929     
----------------------------------------------------------------------------------------------------
Total de tokens: 1207


 ANÁLISIS COMPLETADO SIN ERRORES

====================================================================================================
