====================================================================================================
ANALIZADOR LÉXICO PARA RUBY
====================================================================================================

Usuario: JoseM0lina
Fecha: 26/11/2025 21:53:30
Archivo analizado: Algorithms/Algorithm_AngeloZurita_Semantico.rb
====================================================================================================

TOKENS RECONOCIDOS:
----------------------------------------------------------------------------------------------------
Tipo                      Valor                          Línea      Posición  
VARIABLE_LOCAL            recomendaciones                260        5862      
ASIGNACION                =                              260        5878      
CORCHETE_IZQ              [                              260        5880      
STRING                    Mantener                       260        5881      
COMA                      ,                              260        5891      
STRING                    Descuento                      260        5893      
CORCHETE_DER              ]                              260        5904      
END                       end                            261        5908      
RETURN                    return                         263        5915      
VARIABLE_LOCAL            recomendaciones                263        5922      
END                       end                            264        5938      
COMENTARIO_LINEA          # Cálculo de impuestos         266        5943      
CONSTANTE                 TASA_IMPUESTO                  267        5966      
ASIGNACION                =                              267        5980      
FLOAT                     0.12                           267        5982      
COMENTARIO_LINEA          # ERROR SEMÁNTICO: Modificación de constante recién creada 268        5987      
CONSTANTE                 TASA_IMPUESTO                  269        6046      
ASIGNACION                =                              269        6060      
FLOAT                     0.15                           269        6062      
VARIABLE_LOCAL            impuesto_total                 271        6068      
ASIGNACION                =                              271        6083      
VARIABLE_GLOBAL           $total_ventas                  271        6085      
MULTIPLICACION            *                              271        6099      
CONSTANTE                 TASA_IMPUESTO                  271        6101      
COMENTARIO_LINEA          # Análisis de rentabilidad     273        6116      
VARIABLE_LOCAL            costo_operativo                274        6143      
ASIGNACION                =                              274        6159      
INTEGER                   200                            274        6161      
VARIABLE_LOCAL            ingresos                       275        6165      
ASIGNACION                =                              275        6174      
VARIABLE_GLOBAL           $total_ventas                  275        6176      
VARIABLE_LOCAL            utilidad                       276        6190      
ASIGNACION                =                              276        6199      
VARIABLE_LOCAL            ingresos                       276        6201      
RESTA                     -                              276        6210      
VARIABLE_LOCAL            costo_operativo                276        6212      
COMENTARIO_LINEA          # ERROR SEMÁNTICO: Variable no declarada en expresión compleja 278        6229      
VARIABLE_LOCAL            margen_ganancia                279        6292      
ASIGNACION                =                              279        6308      
PARENTESIS_IZQ            (                              279        6310      
VARIABLE_LOCAL            utilidad                       279        6311      
DIVISION                  /                              279        6320      
VARIABLE_LOCAL            ventas_proyectadas             279        6322      
PARENTESIS_DER            )                              279        6340      
MULTIPLICACION            *                              279        6342      
INTEGER                   100                            279        6344      
COMENTARIO_LINEA          # Bucle para verificar stock crítico 281        6349      
VARIABLE_LOCAL            libros_criticos                282        6386      
ASIGNACION                =                              282        6402      
INTEGER                   0                              282        6404      
FOR                       for                            283        6406      
VARIABLE_LOCAL            cantidad                       283        6410      
IN                        in                             283        6419      
VARIABLE_LOCAL            cantidades                     283        6422      
IF                        if                             284        6435      
VARIABLE_LOCAL            cantidad                       284        6438      
MENOR                     <                              284        6447      
INTEGER                   15                             284        6449      
VARIABLE_LOCAL            libros_criticos                285        6456      
SUMA_ASIG                 +=                             285        6472      
INTEGER                   1                              285        6475      
COMENTARIO_LINEA          # ERROR SEMÁNTICO: Break dentro de if (correcto), pero agregamos otro caso 286        6481      
END                       end                            287        6558      
END                       end                            288        6562      
COMENTARIO_LINEA          # ERROR SEMÁNTICO: Break fuera de loop (segunda instancia) 290        6567      
IF                        if                             291        6626      
VARIABLE_LOCAL            libros_criticos                291        6629      
MAYOR                     >                              291        6645      
INTEGER                   0                              291        6647      
PUTS                      puts                           292        6651      
STRING                    Alerta de stock bajo           292        6656      
BREAK                     break                          293        6681      
END                       end                            294        6687      
COMENTARIO_LINEA          # Generación de proyecciones   296        6692      
VARIABLE_LOCAL            proyeccion_trimestre           297        6721      
ASIGNACION                =                              297        6742      
VARIABLE_GLOBAL           $total_ventas                  297        6744      
MULTIPLICACION            *                              297        6758      
INTEGER                   3                              297        6760      
COMENTARIO_LINEA          # ERROR SEMÁNTICO: Conversión implícita inválida 298        6762      
VARIABLE_LOCAL            meta_anual                     299        6811      
ASIGNACION                =                              299        6822      
STRING                    12 meses                       299        6824      
SUMA                      +                              299        6835      
VARIABLE_LOCAL            proyeccion_trimestre           299        6837      
COMENTARIO_LINEA          # Reporte final                301        6859      
PUTS                      puts                           302        6875      
STRING                    ================================== 302        6880      
PUTS                      puts                           303        6917      
STRING                    REPORTE FINAL DE INVENTARIO    303        6922      
PUTS                      puts                           304        6952      
STRING                    ================================== 304        6957      
PRINT                     print                          305        6994      
STRING                    Total de libros en sistema:    305        7000      
PUTS                      puts                           306        7031      
VARIABLE_LOCAL            total_libros                   306        7036      
PRINT                     print                          307        7049      
STRING                    Total de ventas:               307        7055      
PUTS                      puts                           308        7075      
VARIABLE_GLOBAL           $total_ventas                  308        7080      
PRINT                     print                          309        7094      
STRING                    Promedio mensual:              309        7100      
PUTS                      puts                           310        7121      
VARIABLE_LOCAL            promedio_ventas                310        7126      
PRINT                     print                          311        7142      
STRING                    Libros vendidos:               311        7148      
PUTS                      puts                           312        7168      
VARIABLE_GLOBAL           $libros_vendidos               312        7173      
IF                        if                             314        7191      
VARIABLE_LOCAL            meta_cumplida                  314        7194      
AND                       &&                             314        7208      
NOT                       !                              314        7211      
VARIABLE_LOCAL            necesita_promocion             314        7212      
PUTS                      puts                           315        7233      
STRING                    Estado: Excelente desempeño    315        7238      
ELSIF                     elsif                          316        7268      
VARIABLE_LOCAL            meta_cumplida                  316        7274      
PUTS                      puts                           317        7290      
STRING                    Estado: Buen desempeño         317        7295      
ELSE                      else                           318        7320      
PUTS                      puts                           319        7327      
STRING                    Estado: Requiere estrategias de mejora 319        7332      
END                       end                            320        7373      
IF                        if                             322        7378      
VARIABLE_LOCAL            libros_criticos                322        7381      
MAYOR                     >                              322        7397      
INTEGER                   0                              322        7399      
PRINT                     print                          323        7403      
STRING                    Libros con stock crítico:      323        7409      
PUTS                      puts                           324        7440      
VARIABLE_LOCAL            libros_criticos                324        7445      
PUTS                      puts                           325        7463      
STRING                    Acción requerida: Reabastecer inventario 325        7468      
END                       end                            326        7511      
PUTS                      puts                           328        7516      
STRING                    ================================== 328        7521      
PUTS                      puts                           329        7558      
STRING                    Sistema de inventario finalizado 329        7563      
PUTS                      puts                           330        7598      
STRING                    ================================== 330        7603      
----------------------------------------------------------------------------------------------------
Total de tokens: 801


 ANÁLISIS COMPLETADO SIN ERRORES

====================================================================================================
